tiempo_hora_local,temperatura,humedad,punto_rocio,direccion_viento,velocidad_viento,rafagas_viento,presion,indice_UV,ozono,intensidad_precipitacion,estado_clima_num
2019-10-19 18:00:00,31.0,0.0,12.07,30.0,2.84,3.59,1013.19,0.0,276.3,0.0,2
2019-10-19 19:00:00,29.0,0.0,15.17,25.0,2.91,5.34,1013.96,0.0,277.5,0.02,4
2019-10-19 20:00:00,27.0,0.0,15.23,22.0,3.34,6.88,1014.26,0.0,278.6,0.04,4
2019-10-19 21:00:00,26.0,1.0,15.61,19.0,3.27,6.43,1014.64,0.0,279.0,0.04,4
2019-10-19 22:00:00,25.0,1.0,16.1,15.0,2.63,3.89,1015.06,0.0,278.7,0.02,4
2019-10-19 23:00:00,25.0,1.0,16.19,6.0,2.16,2.28,1015.58,0.0,278.6,0.01,4
2019-10-20 00:00:00,25.0,1.0,15.9,359.0,2.08,2.21,1015.16,0.0,278.6,0.01,4
2019-10-20 01:00:00,24.0,1.0,15.69,4.0,2.09,2.46,1014.79,0.0,278.4,0.0,4
2019-10-20 02:00:00,23.0,1.0,15.32,17.0,2.17,3.03,1014.54,0.0,278.2,0.0,4
2019-10-20 03:00:00,22.0,1.0,14.93,45.0,2.03,3.17,1014.54,0.0,278.0,0.0,4
2019-10-20 04:00:00,21.0,1.0,14.7,100.0,1.67,2.89,1014.31,0.0,278.0,0.0,4
2019-10-20 05:00:00,20.0,1.0,14.59,100.0,1.34,2.56,1014.09,0.0,278.2,0.0,4
2019-10-20 06:00:00,21.0,1.0,15.1,5.0,1.0,2.07,1015.06,0.0,278.0,0.0,4
2019-10-20 07:00:00,22.0,1.0,15.61,358.0,0.89,1.92,1016.17,0.0,278.2,0.0,1
2019-10-20 08:00:00,22.0,1.0,15.48,335.0,1.1,2.25,1016.61,1.0,279.0,0.0,1
2019-10-20 09:00:00,24.0,1.0,15.24,326.0,1.25,2.41,1016.9,2.0,279.3,0.0,1
2019-10-20 10:00:00,27.0,0.0,14.79,333.0,1.39,2.48,1016.74,4.0,279.6,0.0,1
2019-10-20 11:00:00,30.0,0.0,14.05,341.0,1.53,2.39,1016.5,6.0,277.7,0.0,1
2019-10-20 12:00:00,32.0,0.0,12.7,341.0,1.86,2.53,1015.95,7.0,275.5,0.0,1
2019-10-20 13:00:00,33.0,0.0,10.22,333.0,2.47,3.16,1014.52,7.0,275.5,0.0,1
2019-10-20 14:00:00,33.0,0.0,7.7,325.0,3.08,3.77,1013.05,5.0,275.6,0.0,1
2019-10-20 15:00:00,33.0,0.0,6.71,322.0,3.42,4.05,1012.11,3.0,275.8,0.0,1
2019-10-20 16:00:00,33.0,0.0,6.96,323.0,3.53,4.05,1011.58,1.0,276.2,0.0,1
2019-10-20 17:00:00,32.0,0.0,9.77,334.0,3.53,3.73,1012.18,0.0,276.7,0.0,1
2019-10-20 18:00:00,30.0,0.0,12.72,344.0,3.36,3.36,1013.11,0.0,277.1,0.0,2
2019-10-20 19:00:00,29.0,0.0,13.1,341.0,2.98,2.98,1013.58,0.0,277.2,0.0,2
2019-10-20 20:00:00,27.0,0.0,13.17,338.0,2.53,2.65,1014.07,0.0,277.3,0.0,2
2019-10-20 21:00:00,26.0,0.0,13.15,343.0,2.33,2.69,1014.22,0.0,277.4,0.0,2
2019-10-20 22:00:00,25.0,0.0,13.04,357.0,2.37,2.85,1014.42,0.0,277.6,0.0,2
2019-10-20 23:00:00,24.0,1.0,12.87,12.0,2.4,3.0,1014.47,0.0,277.7,0.0,2
2019-10-21 00:00:00,23.0,1.0,12.46,23.0,2.27,3.12,1013.95,0.0,277.4,0.0,2
2019-10-21 01:00:00,22.0,1.0,12.06,30.0,1.96,3.14,1013.36,0.0,276.9,0.0,2
2019-10-21 02:00:00,22.0,1.0,11.87,35.0,1.59,2.98,1012.96,0.0,276.5,0.0,2
2019-10-21 03:00:00,21.0,1.0,11.77,34.0,1.31,2.68,1013.02,0.0,276.2,0.0,2
2019-10-21 04:00:00,19.0,1.0,11.85,21.0,1.09,2.2,1013.32,0.0,276.3,0.0,2
2019-10-21 05:00:00,19.0,1.0,12.01,358.0,0.95,1.75,1013.43,0.0,276.4,0.0,2
2019-10-21 06:00:00,20.0,1.0,11.9,38.0,0.96,1.59,1014.15,0.0,276.3,0.0,2
2019-10-21 07:00:00,21.0,1.0,11.89,96.0,1.04,1.48,1015.1,0.0,276.4,0.0,1
2019-10-21 08:00:00,22.0,1.0,12.06,262.0,1.15,1.32,1015.45,1.0,276.5,0.0,1
2019-10-21 09:00:00,24.0,0.0,11.94,214.0,1.31,1.37,1015.47,2.0,276.3,0.0,1
2019-10-21 10:00:00,26.0,0.0,11.46,91.0,1.55,1.71,1015.25,4.0,275.9,0.0,1
2019-10-21 11:00:00,29.0,0.0,10.54,5.0,1.76,2.06,1015.09,6.0,275.0,0.0,1
2019-10-21 12:00:00,31.0,0.0,9.21,323.0,2.19,2.59,1014.51,7.0,274.3,0.0,1
2019-10-21 13:00:00,32.0,0.0,7.47,317.0,3.01,3.56,1013.02,7.0,274.3,0.0,1
2019-10-21 14:00:00,32.0,0.0,6.13,319.0,3.77,4.5,1011.58,5.0,274.5,0.0,1
2019-10-21 15:00:00,32.0,0.0,5.74,321.0,4.08,5.2,1010.65,3.0,274.7,0.0,1
2019-10-21 16:00:00,32.0,0.0,6.05,323.0,3.94,5.68,1010.31,1.0,274.9,0.0,1
2019-10-21 17:00:00,31.0,0.0,6.85,326.0,3.61,6.08,1010.73,0.0,275.7,0.0,1
2019-10-21 18:00:00,30.0,0.0,7.65,325.0,3.12,5.62,1011.0,0.0,276.4,0.0,2
